3871, 3600
2163, 2880
2096, 3680
3665, 4260
3976, 4860
2787, 3900
676, 2860
2189, 3650
3586, 4170
2370, 3280
2378, 4700
989, 2150
1872, 3220
3451, 2620
644, 4490
721, 2600
3434, 4650
3907, 3500
2752, 4060
372, 2990
1408, 2620
2794, 2540
1126, 3780
2858, 2830
2103, 2120
933, 3280
303, 3200
155, 2630
3765, 3540
1892, 4350
1739, 4860
2643, 3400
2258, 3160
1170, 4520
2707, 4900
3875, 3620
2032, 3570
3963, 4740
647, 4980
2639, 4090
3874, 2500
2796, 3640
2746, 2640
1783, 4690
1412, 3770
2416, 3780
390, 2740
1961, 3400
2807, 4580
2997, 2480
2463, 2540
970, 4570
808, 4930
1873, 4060
1855, 2270
373, 3050
2035, 4090
1089, 2840
1695, 4140
631, 3570
2731, 2700
906, 2220
2282, 2110
1937, 4820
846, 3410
1403, 3300
3943, 3980
2105, 3690
1732, 2720
1534, 2870
3998, 4030
1075, 4900
1380, 3520
2743, 4970
1350, 2480
1502, 3980
3778, 4900
3836, 4090
3260, 4060
2503, 3330
1737, 2540
159, 4800
2109, 3040
275, 3050
605, 3810
2785, 2290
1101, 3470
2115, 4100
2048, 4240
1992, 3840
2828, 4520
3113, 2720
1570, 2600
2986, 3400
2017, 3390
1266, 2270
929, 3520
3370, 2810
2590, 3270
3732, 2470
494, 4800
656, 4040
1465, 2670
3292, 3710
3739, 3450
193, 2630
853, 3050
3471, 4950
2402, 3570
481, 3290
201, 3150
1778, 4990
1245, 3780
1835, 2800
1831, 3030
1127, 2900
2749, 4180
265, 4050
3027, 3010
3387, 3120
2371, 4830
3268, 4870
3779, 4440
2516, 3870
3135, 3350
1995, 3300
1574, 4300
2431, 2110
3146, 3580
3335, 2200
3664, 2450
1453, 4080
2809, 2820
1313, 3580
3045, 3530
909, 3490
1263, 4120
2149, 4330
2520, 4600
426, 3170
2633, 4240
3274, 3510
3792, 2520
1742, 2940
182, 2690
2870, 4520
139, 3940
2180, 4800
473, 2370
2326, 2490
706, 3090
1106, 4460
2284, 4800
1671, 2140
24, 2640
3959, 4920
1677, 4600
3091, 3800
764, 2360
1477, 2150
828, 3330
2049, 2930
1054, 3370
2443, 3370
1580, 2840
382, 4060
3022, 4170
3814, 2190
3703, 4270
1989, 4540
3002, 3770
878, 4840
867, 4450
1946, 4830
1161, 3880
3993, 3320
1579, 4350
1856, 3490
3393, 3180
821, 3820
2629, 4360
2558, 4500
3169, 4740
1138, 3090
1289, 4100
3086, 2980
3231, 4280
2171, 2680
1385, 2940
1044, 3610
3597, 3890
584, 2310
2220, 3970
163, 4450
3800, 4840
3848, 3300
325, 2130
2477, 4150
2484, 2100
3323, 3630
3827, 2350
510, 3740
31, 2520
3972, 2830
904, 3710
1512, 3250
499, 2010
3620, 4970
1435, 3250
91, 4310
234, 2570
3813, 3100
3021, 2620
1213, 3530
1884, 2790
2525, 3830
618, 3180
2757, 2280
832, 4260
3492, 4860
3823, 4770
2348, 3490
1773, 4250
2638, 2650
612, 2650
1779, 3450
417, 2870
1531, 4990
917, 4990
1497, 2580
2802, 3180
2830, 2190
628, 3390
1259, 4540
2328, 3460
659, 2610
887, 3970
1423, 3910
493, 4370
1987, 2850
1536, 2960
1141, 4310
1965, 4420
1860, 3620
3726, 3030
2492, 2780
335, 4690
1991, 2430
3932, 3660
2257, 3010
293, 2120
83, 4850
2090, 4880
518, 2240
617, 3850
2736, 3860
1012, 4490
2382, 4870
1256, 2180
1504, 2250
430, 2380
173, 2020
2400, 4970
185, 2670
85, 3130
3786, 2370
1103, 4710
3470, 3070
3192, 2060
2452, 2170
3731, 4860
3056, 4260
3748, 2910
2467, 3410
1903, 3890
840, 2460
696, 4060
926, 2620
804, 4620
3333, 4860
1645, 3760
3876, 2430
3251, 3330
524, 3970
440, 2450
205, 3330
709, 2310
356, 3140
3296, 2680
2320, 4600
1728, 3120
2016, 4100
1806, 3730
3847, 4120
2471, 2470
233, 2940
823, 4330
541, 3740
1631, 2490
2358, 2660
1462, 3060
869, 3620
3730, 2360
2799, 3490
561, 3150
2264, 2850
3725, 3940
3246, 3470
1803, 3350
209, 3390
535, 4790
3030, 3860
2987, 2250
1743, 2310
3198, 3490
2700, 4940
452, 3690
686, 3000
740, 2210
3886, 4800
848, 2060
532, 3560
1547, 2380
385, 2460
3172, 4050
976, 2750
184, 2520
3008, 3780
3520, 2940
1979, 2950
1640, 3120
2663, 2320
3073, 2120
3924, 3950
2949, 3800
3266, 2130
3639, 2060
1936, 4840
3653, 2820
1792, 4600
3159, 4390
2761, 3830
1805, 4790
2912, 4290
2508, 4810
3712, 4250
1733, 3850
2179, 3420
1181, 2630
2862, 2520
2630, 4250
2091, 3330
2356, 3520
1201, 2690
1014, 2600
2599, 4500
1390, 3230
1595, 4900
930, 4430
2070, 2390
1612, 2330
815, 2150
938, 2530
3767, 2400
1209, 2260
2595, 4470
1893, 3740
3421, 3290
2831, 3510
1422, 3350
2591, 4880
475, 3850
175, 2170
2728, 2610
436, 2400
537, 3220
2451, 3760
3721, 3090
212, 2650
1295, 4790
858, 3900
911, 4090
2438, 3150
923, 2420
402, 3690
2293, 4790
2229, 3790
692, 4430
1434, 3350
991, 4300
1975, 3900
2741, 2150
2504, 2400
3137, 2430
1760, 4270
3345, 4240
934, 3300
2610, 4390
539, 4020
2425, 2330
2662, 2510
170, 2550
394, 4910
3618, 4270
1401, 2630
3519, 2390
80, 3160
2856, 2910
2770, 2280
1673, 4380
1601, 2730
992, 2130
3587, 4250
731, 4640
1723, 3480
3041, 3230
754, 3990
1413, 2110
1931, 3700
1399, 2470
2165, 2670
1962, 4300
181, 4940
1949, 4210
3828, 4450
384, 4720
2628, 3450
1060, 4740
1134, 3340
1836, 3160
1073, 4910
1471, 4360
1895, 4070
3884, 2310
3734, 4280
3446, 3350
2740, 4180
2429, 3880
2354, 4780
688, 3300
204, 3630
1909, 2880
2756, 4140
3227, 3970
2995, 3560
1454, 3760
1866, 2900
1221, 2760
1571, 3950
3496, 3040
2879, 2240
2941, 3190
2211, 2690
542, 3550
3857, 4660
3658, 3200
682, 2610
3009, 2700
1529, 4820
2197, 2900
3933, 3940
2718, 3420
3221, 4560
3595, 4120
3895, 4460
3773, 3360
2942, 3060
2886, 3940
3386, 2350
3830, 2130
2303, 4040
1906, 2110
2841, 2320
3175, 2400
3900, 3830
2399, 4790
1006, 2150
793, 2970
176, 2640
1236, 2680
1460, 3820
1888, 2690
2496, 2790
2936, 2300
206, 2920
1530, 3720
3051, 3670
1031, 2510
2644, 2650
3469, 3070
3600, 2740
3105, 3480
3999, 4050
1451, 3870
2239, 4350
1951, 2210
2910, 3320
40, 2020
1506, 4500
197, 2200
1812, 2700
460, 3950
523, 2400
1405, 3810
3863, 3990
1100, 2120
960, 2860
